Label,Parent Name,Atlas Name,Substitute,TA Name,Hierarchy,TA ID,Wikipedia Title
5008,right temporal lobe,right collateral sulcus,,collateral sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.206,Collateral fissure
5009,left frontal lobe,left inferior frontal sulcus,,inferior frontal sulcus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.117,Inferior frontal sulcus
5010,right frontal lobe,right inferior frontal sulcus,,inferior frontal sulcus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.117,Inferior frontal sulcus
5011,left parietal lobe,left intraparietal sulcus,,intraparietal sulcus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.127,Intraparietal sulcus
5012,right parietal lobe,right intraparietal sulcus,,intraparietal sulcus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.127,Intraparietal sulcus
5013,left occipital lobe,left parieto-occipital sulcus,parieto-occipital sulcus,parieto-occipital sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.108,Parieto-occipital sulcus
5014,right occipital lobe,right parieto-occipital sulcus,parieto-occipital sulcus,parieto-occipital sulcus,interlobar sulci;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.108,Parieto-occipital sulcus
5015,left parietal lobe,left postcentral sulcus,,postcentral sulcus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.129,Postcentral sulcus
5016,right parietal lobe,right postcentral sulcus,,postcentral sulcus,parietal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.129,Postcentral sulcus
5017,left frontal lobe,left precentral sulcus,,precentral sulcus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.120,Precentral sulcus
5018,right frontal lobe,right precentral sulcus,,precentral sulcus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.120,Precentral sulcus
5019,left frontal lobe,left superior frontal sulcus,,superior frontal sulcus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.122,Superior frontal sulcus
5020,right frontal lobe,right superior frontal sulcus,,superior frontal sulcus,frontal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.122,Superior frontal sulcus
5022,right temporal lobe,right superior temporal sulcus,,superior temporal sulcus,temporal lobe;cerebral hemisphere;telencephalon;prosencephalon;brain;central nervous system;nervous system,A14.1.09.145,Superior temporal sulcus
